date,open,high,close,low,volume,amount
2015-12-31,22.26,22.42,21.01,20.93,48427132.0,1651172864.0
2015-12-30,22.75,23.08,22.12,21.89,72800520.0,2563147776.0
2015-12-29,24.1,25.22,22.96,22.67,123421928.0,4690425344.0
2015-12-28,23.37,23.37,23.37,23.37,248960.0,9174176.0
2015-12-25,21.25,21.25,21.25,21.25,112710.0,3775785.0
2015-09-29,19.56,20.41,19.31,18.87,83633368.0,2597174016.0
2015-09-28,17.88,19.79,19.79,17.64,66262092.0,1963471872.0
2015-09-25,17.88,18.5,17.99,16.74,62576844.0,1749629568.0
2015-09-24,18.43,19.41,18.13,17.88,67526560.0,1980411520.0
2015-09-23,17.09,19.0,18.39,17.0,86576048.0,2477884416.0
2015-09-22,17.38,18.58,17.69,17.08,79820832.0,2249518592.0
2015-09-21,16.81,17.99,17.85,16.57,81728576.0,2234810368.0
2015-09-18,16.08,17.39,17.39,15.49,88753984.0,2284022784.0
2015-09-17,15.23,15.81,15.81,15.04,73201240.0,1799904640.0
2015-09-16,13.32,14.37,14.37,13.17,69659616.0,1543673600.0
2015-09-15,13.42,14.04,13.06,13.05,57715776.0,1209375872.0
2015-09-14,16.27,16.43,14.5,14.5,40981604.0,986604928.0
2015-09-11,15.73,16.37,16.11,15.11,60325760.0,1502865536.0
2015-09-10,15.54,16.29,15.73,15.5,57740480.0,1449912704.0
2015-09-09,15.14,16.06,15.92,14.9,78334888.0,1942502528.0
2015-09-08,12.94,14.6,14.6,12.94,70009088.0,1509850112.0
2015-09-07,12.56,13.27,13.27,12.49,53879568.0,1121353856.0
2015-09-02,12.11,14.4,12.07,12.07,58998348.0,1182193792.0
2015-09-01,14.26,14.27,13.41,13.41,29963754.0,645002624.0
2015-08-31,16.2,16.29,14.9,14.9,42224036.0,1026449920.0
2015-08-28,15.6,16.71,16.55,14.71,63903032.0,1574337024.0
2015-08-27,15.64,16.16,15.41,13.88,62421828.0,1464838912.0
2015-08-26,15.54,17.59,15.42,15.42,79573400.0,1985504000.0
2015-08-25,17.14,17.31,17.14,17.14,13855926.0,374534464.0
2015-08-24,19.69,20.42,19.04,19.04,13401318.0,406270848.0
2015-08-21,22.46,22.83,21.15,21.14,30856774.0,1063833280.0
2015-08-20,24.1,24.71,23.49,23.21,58876280.0,2210983424.0
2015-08-19,20.93,23.37,23.37,20.61,48038508.0,1697730560.0
2015-08-18,22.99,23.94,21.25,20.64,35343824.0,1258278400.0
2015-08-17,23.61,23.92,22.93,22.71,28670128.0,1040345344.0
2015-08-14,24.86,25.05,23.97,23.89,33921016.0,1310609920.0
2015-08-13,23.19,24.73,24.66,22.51,40592428.0,1501107840.0
2015-08-12,24.1,24.73,23.61,23.53,28390484.0,1077338496.0
2015-08-11,25.3,25.6,24.73,24.28,46152672.0,1816550912.0
2015-08-10,23.65,24.91,24.91,23.15,52466004.0,2016167424.0
2015-08-07,21.12,22.65,22.65,20.68,46785640.0,1624323200.0
2015-08-06,20.23,21.36,20.59,19.85,27393476.0,895238912.0
2015-08-05,22.51,23.01,21.43,20.92,42876928.0,1493883136.0
2015-08-04,19.03,22.42,22.42,19.03,58905976.0,1934835584.0
2015-08-03,21.56,22.17,20.38,20.38,28994532.0,948497920.0
2015-07-31,22.71,24.73,22.65,21.56,42980752.0,1553060480.0
2015-07-30,26.2,26.28,23.96,23.96,35381336.0,1400287232.0
2015-07-29,26.89,27.27,26.62,23.79,50137772.0,1960716032.0
2015-07-28,26.45,29.17,26.44,26.44,28127766.0,1183831936.0
2015-07-27,31.58,32.36,29.38,29.38,29929162.0,1444131328.0
2015-07-24,32.91,34.45,32.64,32.34,30079874.0,1594240384.0
2015-07-23,32.91,33.36,32.98,31.68,28334650.0,1448346624.0
2015-07-22,32.85,33.42,32.66,31.65,24485664.0,1261904512.0
2015-07-21,31.08,32.97,32.64,31.08,22589272.0,1149883392.0
2015-07-20,33.63,34.63,32.25,30.75,35700044.0,1844721024.0
2015-07-17,31.71,34.36,33.63,30.94,33168690.0,1705472128.0
