date,open,high,close,low,volume,amount
2015-12-31,13.03,13.15,12.77,12.72,8921778.0,151241216.0
2015-12-30,12.96,13.21,13.09,12.81,11650966.0,199057008.0
2015-12-29,12.97,13.08,12.91,12.73,7393371.0,124900784.0
2015-12-28,12.83,13.31,12.93,12.83,14210052.0,244388352.0
2015-12-25,12.65,12.84,12.8,12.65,4908864.0,82305168.0
2015-12-24,12.84,12.92,12.7,12.45,8682363.0,144362016.0
2015-12-23,13.21,13.21,12.93,12.91,13135669.0,225669504.0
2015-12-22,13.17,13.3,13.19,13.08,13267483.0,229856016.0
2015-12-21,13.05,13.25,13.15,12.94,13110476.0,225910912.0
2015-12-18,13.18,13.22,13.09,12.88,10652323.0,182406464.0
2015-12-17,12.8,13.12,13.09,12.75,13377888.0,228701568.0
2015-12-16,12.8,12.9,12.71,12.59,8908056.0,148346976.0
2015-12-15,12.64,12.94,12.79,12.56,8901746.0,150042624.0
2015-12-14,12.16,12.62,12.62,12.06,6983705.0,113416448.0
2015-12-11,12.38,12.4,12.29,12.26,6172617.0,99823712.0
2015-12-10,12.35,12.58,12.29,12.26,6617869.0,107890680.0
2015-12-09,12.41,12.54,12.35,12.28,7417132.0,120682216.0
2015-12-08,13.02,13.02,12.48,12.48,10473355.0,174164272.0
2015-12-07,13.02,13.09,13.02,12.86,7835611.0,133530288.0
2015-12-04,12.79,13.38,12.97,12.74,16621090.0,285811168.0
2015-12-03,12.67,12.9,12.86,12.59,12868966.0,215964096.0
2015-12-02,12.77,12.93,12.59,12.09,11688441.0,192675216.0
2015-12-01,12.75,13.09,12.9,12.32,14839215.0,248862992.0
2015-11-30,13.0,13.24,12.84,12.07,19400856.0,322744448.0
2015-11-27,14.24,14.37,13.1,13.03,30545354.0,546111552.0
2015-11-26,14.69,15.05,14.48,14.46,21207568.0,410087008.0
2015-11-25,14.31,14.66,14.53,14.23,19010840.0,361356384.0
2015-11-24,14.49,15.34,14.61,14.26,36411568.0,706016768.0
2015-11-23,14.6,15.11,14.08,13.85,28839598.0,551011840.0
2015-11-20,14.15,14.62,14.42,14.11,25924560.0,490396768.0
2015-11-19,13.49,14.14,14.1,13.46,27880328.0,506768320.0
2015-11-18,13.68,13.85,13.34,13.3,14745026.0,264392912.0
2015-11-17,14.39,14.5,13.63,13.55,33917200.0,624272320.0
2015-11-16,12.64,13.99,13.99,12.56,31336682.0,549698560.0
2015-11-13,13.23,13.23,12.86,12.76,21848662.0,371804832.0
2015-11-12,13.74,13.75,13.34,13.17,20033522.0,353128576.0
2015-11-11,13.46,13.82,13.63,13.46,18812088.0,336649344.0
2015-11-10,13.63,13.92,13.55,13.36,22908500.0,410302912.0
2015-11-09,13.61,13.88,13.77,13.13,28945242.0,517447712.0
2015-11-06,13.37,13.93,13.82,13.31,23336086.0,419591360.0
2015-11-05,13.34,13.55,13.2,12.94,25535504.0,444946944.0
2015-11-04,12.56,13.31,13.31,12.48,23707660.0,404127264.0
2015-11-03,12.54,12.74,12.4,12.26,17266356.0,283418912.0
2015-11-02,12.83,13.36,12.51,12.48,22328320.0,377936320.0
2015-10-30,12.99,13.53,13.2,12.83,24509478.0,424184640.0
2015-10-29,14.02,14.23,13.31,12.86,40884968.0,717992192.0
2015-10-28,14.65,14.91,13.97,13.85,22323292.0,420221440.0
2015-10-27,14.49,14.84,14.47,13.7,23890456.0,447772032.0
2015-10-26,14.68,15.39,14.84,14.33,35626540.0,697253120.0
2015-10-23,14.08,14.84,14.52,13.6,32405032.0,602101696.0
2015-10-22,12.98,14.04,13.84,12.97,35116296.0,620048320.0
2015-10-21,14.23,15.01,13.02,13.02,45112728.0,822521344.0
2015-10-20,13.21,14.53,14.46,13.21,51275016.0,947059008.0
2015-10-19,12.83,13.31,13.21,12.58,26645506.0,452570240.0
2015-10-16,12.79,12.98,12.6,12.34,22300116.0,370132288.0
2015-10-15,12.26,12.93,12.59,12.2,22705986.0,375936576.0
2015-10-14,12.33,12.76,12.38,12.18,20335224.0,332524992.0
2015-10-13,12.33,13.02,12.42,12.26,24273654.0,401192768.0
2015-10-12,11.68,12.67,12.52,11.68,31649878.0,516439744.0
2015-10-09,11.04,11.95,11.59,10.92,29662072.0,449329568.0
2015-10-08,10.77,11.15,11.03,10.59,31475542.0,450530240.0
2015-09-30,10.28,10.57,10.34,10.28,13008063.0,178001584.0
2015-09-29,10.28,10.62,10.31,10.06,14992096.0,203772336.0
2015-09-28,10.27,10.34,10.32,9.92,10989866.0,146969984.0
2015-09-25,10.5,10.79,10.19,10.12,21515964.0,295365824.0
2015-09-24,10.31,10.76,10.7,10.22,27277916.0,376714848.0
2015-09-23,10.44,10.58,10.22,9.99,27066624.0,365387648.0
2015-09-22,10.58,10.79,10.65,10.44,23887590.0,333720096.0
2015-09-21,9.89,10.63,10.53,9.82,24588056.0,333109312.0
2015-09-18,10.15,10.34,10.15,10.05,23062226.0,308622112.0
2015-09-17,10.35,11.04,10.12,10.05,47822624.0,660194752.0
2015-09-16,9.91,10.79,10.6,9.2,46628848.0,613172416.0
2015-09-15,10.29,10.5,9.83,9.83,37545632.0,494822496.0
2015-09-14,12.25,12.35,10.92,10.92,38282080.0,578668608.0
2015-09-11,12.39,12.62,12.13,11.9,36504208.0,588697728.0
2015-09-10,12.35,12.9,12.24,12.09,67332112.0,1108031872.0
2015-09-09,12.8,13.7,13.21,12.8,133247976.0,2271483392.0
2015-09-08,14.23,14.23,14.23,14.23,266000.0,4971540.0
2015-09-07,15.81,15.81,15.81,15.81,265100.0,5506127.0
2015-09-02,17.57,17.57,17.57,17.57,31000.0,715480.0
2015-09-01,19.52,19.52,19.52,19.52,75900.0,1946076.0
2015-06-01,21.66,21.69,21.69,20.17,22549006.0,632339584.0
2015-05-29,18.78,20.21,19.72,18.31,23152092.0,592402688.0
2015-05-28,19.18,21.09,18.88,18.66,29330508.0,768409344.0
2015-05-27,19.64,19.92,19.17,18.28,27107536.0,682077568.0
2015-05-26,17.1,18.8,18.8,17.1,20948580.0,503229664.0
2015-05-25,16.58,17.42,17.09,16.37,21760328.0,487033408.0
2015-05-22,17.28,17.8,17.0,16.49,28980204.0,645279104.0
