date,open,high,close,low,volume,amount
2015-08-31,12.89,13.14,12.39,12.31,9125072.0,118438520.0
2015-08-28,11.43,12.34,12.34,11.28,4862914.0,59735668.0
2015-08-27,10.7,11.23,11.22,9.88,6381142.0,69796040.0
2015-08-26,10.74,12.06,10.47,10.47,7514143.0,86267448.0
2015-08-25,11.63,12.0,11.63,11.63,4016649.0,47933124.0
2015-08-24,13.67,14.26,12.92,12.92,4346293.0,58464812.0
2015-08-21,15.13,16.29,14.36,14.34,5713760.0,89306768.0
2015-08-20,17.15,17.15,15.78,15.78,6884441.0,115828432.0
2015-08-19,15.7,18.05,17.53,15.66,11975076.0,200388304.0
2015-08-18,19.34,19.4,17.39,17.39,8717539.0,162994096.0
2015-08-17,18.26,19.92,19.33,17.78,11057267.0,214683152.0
2015-08-14,17.98,18.93,18.32,17.69,10304168.0,192405392.0
2015-08-13,16.77,18.32,18.07,16.27,9283315.0,163185296.0
2015-08-12,17.2,17.82,17.1,16.71,9192588.0,163100592.0
2015-08-11,17.06,17.87,16.75,16.58,10549825.0,184622352.0
2015-08-10,15.08,16.4,16.4,15.08,4566383.0,74468720.0
2015-08-07,14.45,15.0,14.9,14.45,4820759.0,72769664.0
2015-08-06,14.15,14.7,14.23,13.9,3796630.0,55667524.0
2015-08-05,15.24,15.58,14.62,14.15,7910555.0,121220496.0
2015-08-04,13.67,15.08,15.08,13.67,6479326.0,95902152.0
2015-08-03,15.04,15.04,13.71,13.71,5371093.0,77513360.0
2015-07-31,15.4,16.19,15.24,14.53,6009173.0,96205784.0
2015-07-30,16.29,17.53,15.91,15.61,9470893.0,162925344.0
2015-07-29,14.94,16.12,16.12,14.16,7354675.0,113336968.0
2015-07-28,14.53,16.12,14.65,14.2,9448450.0,142919728.0
2015-07-27,16.95,18.26,15.78,15.78,8950619.0,157831664.0
2015-07-24,18.21,19.09,17.53,17.04,13184296.0,245799168.0
2015-07-23,17.19,18.21,18.07,16.27,13988037.0,250670256.0
2015-07-22,15.14,16.55,16.55,14.86,13473754.0,224614816.0
2015-07-21,14.65,15.43,15.05,14.18,8832266.0,134671184.0
2015-07-20,14.64,15.42,15.11,14.36,11997131.0,183229872.0
2015-07-17,13.07,14.36,14.36,13.07,9460894.0,136556656.0
2015-07-16,12.21,14.26,13.05,12.21,8114458.0,107719600.0
2015-07-15,14.36,14.65,13.57,13.57,3761887.0,53566548.0
2015-07-14,14.94,15.62,15.07,14.31,8694908.0,133798448.0
2015-07-13,14.2,14.2,14.2,13.48,5464895.0,78730200.0
2015-07-10,12.6,12.91,12.91,12.21,2460596.0,32224674.0
2015-07-09,10.66,11.74,11.74,10.16,5667578.0,65861592.0
2015-07-08,9.52,11.12,10.67,9.52,20085438.0,201132496.0
2015-07-07,10.6,10.6,10.58,10.58,1226700.0,13298218.0
2015-07-06,14.24,14.24,11.75,11.75,5959950.0,77976432.0
2015-07-03,13.43,14.64,13.06,13.06,6174194.0,84418480.0
2015-07-02,16.12,16.59,14.5,14.5,4632443.0,71538392.0
2015-07-01,16.78,18.54,16.12,16.12,8297717.0,149527152.0
2015-06-30,15.7,17.96,17.77,15.39,7621093.0,127935696.0
2015-06-29,19.48,19.48,17.1,17.1,6770155.0,121647040.0
2015-06-26,19.98,19.98,19.0,19.0,3811134.0,75160704.0
2015-06-25,22.73,23.22,21.11,20.55,5845361.0,132889512.0
2015-06-24,22.37,23.23,22.83,21.68,6329708.0,146342832.0
2015-06-23,22.76,23.58,22.3,21.52,7350248.0,165976736.0
2015-06-19,26.38,26.38,23.91,23.91,4462702.0,111887592.0
2015-06-18,27.27,27.88,26.56,25.39,5260980.0,144781152.0
2015-06-17,28.11,28.11,27.28,25.49,5172317.0,141909328.0
2015-06-16,27.64,28.21,27.85,26.86,5389890.0,151798960.0
2015-06-15,29.11,29.11,28.72,27.73,8236448.0,239909968.0
2015-06-12,26.81,29.52,29.51,26.37,10292050.0,301898400.0
2015-06-11,24.17,26.84,26.84,23.88,11111214.0,291217600.0
2015-06-10,24.42,24.61,24.4,23.54,8508053.0,210684160.0
2015-06-09,24.41,24.65,24.41,23.46,5520928.0,135815584.0
2015-06-08,24.4,24.42,24.42,22.95,7259290.0,175709088.0
2015-06-05,24.45,25.59,24.71,22.86,8784306.0,218253248.0
2015-06-04,23.73,24.03,24.03,21.39,7001754.0,163406352.0
2015-06-03,22.74,24.3,23.7,21.58,10158009.0,242547840.0
2015-06-02,20.31,22.35,22.35,19.89,9904747.0,217443552.0
2015-06-01,18.72,20.59,20.31,18.56,9412864.0,190283968.0
2015-05-29,18.54,19.53,18.71,17.27,9153999.0,174300992.0
2015-05-28,20.99,21.46,19.16,19.16,8430871.0,175879968.0
2015-05-27,19.5,21.7,21.29,18.57,11778849.0,241529072.0
2015-05-26,19.13,20.36,19.73,19.03,7051071.0,143434000.0
2015-05-25,17.87,19.39,19.13,17.68,7561220.0,145533904.0
2015-05-22,17.32,18.54,18.18,16.8,8152083.0,145533664.0
2015-05-21,16.45,17.18,17.18,16.45,5676372.0,98582304.0
2015-05-20,16.3,17.42,16.57,16.3,8104893.0,140522576.0
2015-05-19,16.08,16.54,16.34,15.98,5308651.0,88332784.0
2015-05-18,15.8,16.46,16.36,15.62,8827451.0,144984304.0
2015-05-15,15.04,16.36,15.87,14.89,6656585.0,105828200.0
2015-05-14,15.42,15.72,15.03,15.03,4787018.0,74924832.0
2015-05-13,15.72,15.91,15.62,15.42,3763220.0,60333728.0
2015-05-12,15.4,15.97,15.86,15.18,4853543.0,78129952.0
2015-05-11,14.84,15.42,15.31,14.72,3715876.0,57707316.0
2015-05-08,14.56,14.73,14.7,14.18,3055266.0,45169828.0
2015-05-07,14.46,14.83,14.32,14.09,2725315.0,40205092.0
2015-05-06,15.55,15.56,14.84,14.82,4128462.0,64470796.0
2015-05-05,15.35,15.52,15.23,14.86,3784670.0,58882224.0
2015-05-04,15.4,15.6,15.52,15.25,4310860.0,67977824.0
2015-04-30,15.63,16.1,15.39,15.38,2981705.0,47882552.0
2015-04-29,15.34,15.81,15.81,15.31,3783978.0,60671612.0
2015-04-28,16.43,16.48,15.3,15.27,4469962.0,72389688.0
2015-04-27,16.19,16.75,16.5,16.19,5797694.0,97766648.0
2015-04-24,15.87,16.61,16.19,15.63,5053616.0,83759160.0
2015-04-23,16.39,16.64,16.56,16.06,5567835.0,93840992.0
2015-04-22,16.62,16.85,16.39,16.2,12300100.0,207964592.0
2015-04-21,15.08,16.79,16.57,14.99,13156170.0,220135952.0
2015-04-20,15.08,15.61,15.27,14.74,7810546.0,121422800.0
2015-04-17,15.71,15.73,15.44,15.26,9877220.0,156355520.0
2015-04-16,14.64,15.71,15.71,14.4,15080501.0,234952496.0
2015-04-15,14.47,14.69,14.28,13.67,4964771.0,72065512.0
2015-04-14,14.69,14.96,14.56,14.41,5109091.0,76879024.0
2015-04-13,14.3,15.23,14.71,14.3,5501622.0,83878872.0
2015-04-10,13.96,14.56,14.31,13.83,3832803.0,56359788.0
2015-04-09,14.56,14.57,14.07,13.37,7271556.0,103464728.0
2015-04-08,15.29,15.4,14.64,14.54,7102158.0,107790384.0
2015-04-07,14.45,15.42,15.25,14.35,8120683.0,123823584.0
2015-04-03,14.14,14.54,14.51,13.67,7184189.0,104803288.0
2015-04-02,13.76,14.25,14.1,13.68,6538341.0,93128536.0
2015-04-01,13.48,13.9,13.73,13.38,5465158.0,76566840.0
2015-03-31,13.54,13.75,13.46,13.32,4319993.0,59569620.0
2015-03-30,13.47,14.04,13.59,13.37,7273060.0,102136176.0
2015-03-27,12.87,13.66,13.46,12.79,9246914.0,124939384.0
2015-03-26,12.8,13.09,12.87,12.71,4627795.0,61089224.0
2015-03-25,13.03,13.08,12.87,12.73,4571152.0,60372448.0
2015-03-24,13.01,13.28,12.95,12.77,5745872.0,76540616.0
2015-03-23,12.8,13.03,13.01,12.77,4645651.0,61335384.0
2015-03-20,12.93,12.96,12.79,12.77,3578477.0,47033956.0
2015-03-19,12.83,13.06,12.95,12.7,3728712.0,49223608.0
2015-03-18,12.69,12.88,12.82,12.64,3265567.0,42765088.0
