date,open,high,close,low,volume,amount
2015-12-31,16.02,16.02,15.1,15.07,2527629.0,213567040.0
2015-12-30,15.53,16.13,15.94,15.53,2172110.0,187632672.0
2015-12-29,15.65,15.9,15.53,15.44,2400469.0,203722608.0
2015-12-28,16.26,16.53,15.81,15.81,2306653.0,203187456.0
2015-12-25,16.46,16.51,16.14,15.99,2229978.0,196772096.0
2015-12-24,16.11,16.54,16.48,15.62,3041069.0,266894624.0
2015-12-23,16.92,16.92,16.13,16.11,3673961.0,328260416.0
2015-12-22,17.2,17.25,16.94,16.53,3042035.0,279659392.0
2015-12-21,17.41,17.41,16.88,16.57,3088571.0,283580896.0
2015-12-18,18.09,18.09,17.33,17.09,3660340.0,348774624.0
2015-12-17,17.43,18.19,18.09,17.43,3610066.0,352239264.0
2015-12-16,17.28,17.61,17.46,16.96,3032580.0,286630688.0
2015-12-15,16.99,17.73,17.28,16.91,3099433.0,293547872.0
2015-12-14,17.0,17.25,16.9,15.99,4599143.0,414665088.0
2015-12-11,17.82,18.42,17.38,17.37,3976667.0,386862560.0
2015-12-10,17.9,19.09,18.16,17.66,5190180.0,517404256.0
2015-12-09,18.29,19.46,18.19,17.82,5865033.0,592044608.0
2015-12-08,18.01,19.49,18.84,17.43,10066644.0,1002713152.0
2015-12-07,16.62,18.19,18.19,16.56,8884578.0,865826176.0
2015-12-04,16.92,17.09,16.54,16.3,4317803.0,392522080.0
2015-12-03,15.87,17.46,17.13,15.71,5446127.0,500417216.0
2015-12-02,15.8,16.04,16.04,14.49,4897633.0,406576640.0
2015-12-01,15.44,16.26,15.96,15.25,4283729.0,370108576.0
2015-11-30,15.62,15.97,15.62,14.33,4829396.0,405452480.0
2015-11-27,16.14,17.45,15.8,15.53,6977006.0,630501760.0
2015-11-26,17.82,17.91,16.47,16.36,5816056.0,540510912.0
2015-11-25,15.62,17.16,17.16,15.47,5852602.0,531175552.0
2015-11-24,15.25,15.62,15.6,14.78,3646760.0,303464704.0
2015-11-23,15.59,15.97,15.31,15.27,3353067.0,284545376.0
2015-11-20,15.6,15.94,15.62,15.29,3946318.0,334455520.0
2015-11-19,15.35,15.78,15.66,15.07,3953355.0,330402368.0
2015-11-18,16.26,16.59,15.13,14.93,4510357.0,389813952.0
2015-11-17,17.27,17.45,16.28,16.21,5439330.0,495290144.0
2015-11-16,15.99,17.0,16.96,15.81,4375079.0,392100224.0
2015-11-13,16.34,17.18,16.53,16.34,5491281.0,501094496.0
2015-11-12,16.92,17.51,16.78,16.43,5203680.0,480603712.0
2015-11-11,16.9,16.92,16.81,16.31,5746002.0,520587072.0
2015-11-10,17.4,18.0,16.94,16.8,5911646.0,555465536.0
2015-11-09,16.54,18.1,17.67,16.17,7011935.0,652433216.0
2015-11-06,15.85,17.36,16.89,15.85,7382204.0,669107584.0
2015-11-05,15.98,16.65,16.01,15.62,6933981.0,607920640.0
2015-11-04,14.42,15.76,15.76,14.42,5727343.0,477241056.0
2015-11-03,14.33,14.66,14.33,14.06,3031360.0,235968848.0
2015-11-02,14.08,15.14,14.22,13.79,3612918.0,286994080.0
2015-10-30,14.68,15.53,14.67,14.15,4626565.0,375170912.0
2015-10-29,14.79,15.34,14.9,14.15,4505162.0,362171456.0
2015-10-28,15.45,16.1,14.7,14.42,5479667.0,458854176.0
2015-10-27,14.61,16.35,15.75,14.15,6278799.0,521499392.0
2015-10-26,15.95,15.99,15.32,14.52,7607119.0,633737920.0
2015-10-23,16.04,16.54,16.01,15.52,8405011.0,737575424.0
