date,open,high,close,low,volume,amount
2015-12-31,13.64,13.64,13.18,13.12,9091292.0,164278384.0
2015-12-30,13.57,13.62,13.55,13.39,10834531.0,198215473.0
2015-12-29,13.1,13.55,13.54,12.94,10951232.0,197410423.0
2015-12-28,13.27,13.79,13.19,13.14,15452139.0,282517434.0
2015-12-25,13.14,13.3,13.21,13.05,7376142.0,131986931.0
2015-12-24,13.29,13.35,13.13,12.87,12232190.0,216209600.0
2015-12-23,13.95,14.01,13.36,13.33,16715263.0,308968128.0
2015-12-22,13.81,14.0,13.92,13.81,10714044.0,201781971.0
2015-12-21,13.73,14.0,13.83,13.64,12450284.0,232931952.0
2015-12-18,14.21,14.32,13.83,13.73,19477312.0,368648928.0
2015-12-17,14.31,14.54,14.34,14.09,25217444.0,486868960.0
2015-12-16,13.72,14.08,13.79,13.62,15022168.0,281434016.0
2015-12-15,13.48,13.72,13.61,13.44,9251439.0,170381472.0
2015-12-14,12.9,13.55,13.5,12.77,10509199.0,187413168.0
2015-12-11,13.14,13.3,13.09,12.96,8762564.0,155870656.0
2015-12-10,13.01,13.44,13.09,12.89,12166593.0,216721200.0
2015-12-09,13.13,13.18,12.96,12.82,10704107.0,188125110.0
2015-12-08,13.88,13.88,13.1,12.96,18731404.0,338054560.0
2015-12-07,13.95,14.32,13.98,13.6,18211984.0,345221814.0
2015-12-04,13.95,14.17,13.86,13.57,15518305.0,292252736.0
2015-12-03,13.42,14.22,14.11,13.35,19844349.0,369451940.0
2015-12-02,13.79,14.14,13.29,12.87,19672036.0,357401056.0
2015-12-01,13.95,14.32,13.79,13.3,22229995.0,417876092.0
2015-11-30,14.63,14.7,14.04,13.55,46083836.0,869723072.0
2015-11-27,16.24,16.32,15.05,15.05,32744802.0,699102784.0
2015-11-26,15.19,16.73,16.73,15.05,56491480.0,1235280640.0
2015-11-25,14.99,15.49,15.21,14.63,25093916.0,511856512.0
2015-11-24,15.25,15.5,15.07,14.47,26271716.0,529036192.0
